"original order","Book","Chapter","Verse","lex","Verb classes","Verb classes correction","g_word_nocant","not usable for exercises because K/Q","g_word_nocant_utf8","ps","nu","gn","vt","vs","suffix_person","suffix_number","suffix_gender","ps2","nu2","gn2","vt2","vs2","suffix_person2","suffix_number2","suffix_gender2","ps3","nu3","gn3","vt3","vs3","suffix_person3","suffix_number3","suffix_gender3","ps4","nu4","gn4","vt4","vs4","suffix_person4","suffix_number4","suffix_gender4"
399,"Daniel",4,20,"XZH[","(iii_he,i_guttural)",,"X:AZ@H",,"חֲזָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
400,"Daniel",4,20,"NXT[","(i_nun,ii_guttural)",,"N@XIT",,"נָחִת","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
401,"Daniel",4,20,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
402,"Daniel",4,20,"GDD[","(geminate)",,"G.OD.W.",,"גֹּדּוּ","p2","pl","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
403,"Daniel",4,20,"XBL[","(i_guttural)",,"XAB.:LW.HIJ",,"חַבְּלוּהִי","p2","pl","m","impv","pael","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
404,"Daniel",4,20,"CBQ[","(regular)",,"C:BUQW.",,"שְׁבֻקוּ","p2","pl","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
405,"Daniel",4,20,"YB<[","(iii_guttural)",,"JIY:VAB.A<",,"יִצְטַבַּע","p3","sg","m","impf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
406,"Daniel",4,20,"XLP[","(i_guttural)",,"JAX:L:PW.N",,"יַחְלְפוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
407,"Daniel",4,21,"MV>[","(iii_aleph)",,"M:V@T",,"מְטָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
408,"Daniel",4,22,"VRD[","(ii_guttural)",,"V@R:DIJN",,"טָֽרְדִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
409,"Daniel",4,22,"HWH[","(iii_he,i_guttural)",,"LEH:EW;H",,"לֶהֱוֵה","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
410,"Daniel",4,22,"V<M[","(ii_guttural)",,"J:VA<:AMW.N",,"יְטַֽעֲמוּן","p3","pl","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
411,"Daniel",4,22,"YB<[","(iii_guttural)",,"M:YAB.:<IJN",,"מְצַבְּעִין","unknown","pl","m","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
412,"Daniel",4,22,"XLP[","(i_guttural)",,"JAX:L:PW.N",,"יַחְלְפוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
413,"Daniel",4,22,"JD<[","(i_waw,iii_guttural)",,"TIN:D.A<",,"תִנְדַּע","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
414,"Daniel",4,22,"YBH[","(iii_he)",,"JIY:B.;>",,"יִצְבֵּא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
415,"Daniel",4,22,"NTN[","(i_nun)",,"JIT.:NIN.A75H.",,"יִתְּנִנַּֽהּ","p3","sg","m","impf","peal","p3","sg","f",,,,,,,,,,,,,,,,,,,,,,,,
416,"Daniel",4,23,">MR[","(i_aleph)",,">:AMARW.",,"אֲמַרוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
417,"Daniel",4,23,"CBQ[","(regular)",,"MIC:B.AQ",,"מִשְׁבַּק","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
418,"Daniel",4,23,"JD<[","(i_waw,iii_guttural)",,"TIN:D.A<",,"תִנְדַּע","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
419,"Daniel",4,24,"CPR[","(iii_guttural)",,"JIC:P.AR",,"יִשְׁפַּר","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
420,"Daniel",4,24,"PRQ[","(ii_guttural)",,"P:RUQ",,"פְרֻק","p2","sg","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
421,"Daniel",4,24,"XNN[","(geminate,i_guttural)",,"MIXAN",,"מִחַן","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
422,"Daniel",4,24,"HWH[","(iii_he,i_guttural)",,"T.EH:EW;>",,"תֶּהֱוֵא","p3","sg","f","impf","peal","unknown","unknown","unknown","p2","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
423,"Daniel",4,25,"MV>[","(iii_aleph)",,"M.:V@>",,"מְּטָא","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
424,"Daniel",4,26,"HLK[","(i_waw,i_guttural)",,"M:HAL.;K:",,"מְהַלֵּךְ","unknown","sg","m","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
425,"Daniel",4,26,"HWH[","(iii_he,i_guttural)",,"H:AW@75H",,"הֲוָֽה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
426,"Daniel",4,27,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
427,"Daniel",4,27,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
428,"Daniel",4,27,"BNH[","(iii_he)",,"B:ENAJ:TAH.",,"בֱנַיְתַהּ","p1","sg","unknown","perf","peal","p3","sg","f",,,,,,,,,,,,,,,,,,,,,,,,
429,"Daniel",4,28,"NPL[","(i_nun)",,"N:PAL",,"נְפַל","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
430,"Daniel",4,28,">MR[","(i_aleph)",,">@M:RIJN",,"אָֽמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
431,"Daniel",4,28,"<DH[","(iii_he,i_guttural)",,"<:AD@T",,"עֲדָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
432,"Daniel",4,29,"VRD[","(ii_guttural)",,"V@R:DIJN",,"טָֽרְדִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
433,"Daniel",4,29,"V<M[","(ii_guttural)",,"J:VA<:AMW.N",,"יְטַעֲמוּן","p3","pl","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
434,"Daniel",4,29,"XLP[","(i_guttural)",,"JAX:L:PW.N",,"יַחְלְפוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
435,"Daniel",4,29,"JD<[","(i_waw,iii_guttural)",,"TIN:D.A<",,"תִנְדַּע","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
436,"Daniel",4,29,"YBH[","(iii_he)",,"JIY:B.;>",,"יִצְבֵּא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
437,"Daniel",4,29,"NTN[","(i_nun)",,"JIT.:NIN.A75H.",,"יִתְּנִנַּֽהּ","p3","sg","m","impf","peal","p3","sg","f",,,,,,,,,,,,,,,,,,,,,,,,
438,"Daniel",4,30,"SWP[","(ii_waw)",,"S@PAT",,"סָפַת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
439,"Daniel",4,30,"VRD[","(ii_guttural)",,"V:RIJD",,"טְרִיד","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
440,"Daniel",4,30,">KL[","(i_aleph)",,"J;>KUL",,"יֵאכֻל","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
441,"Daniel",4,30,"YB<[","(iii_guttural)",,"JIY:VAB.A<",,"יִצְטַבַּע","p3","sg","m","impf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
442,"Daniel",4,30,"RBH[","(iii_he,i_guttural)",,"R:B@H",,"רְבָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
443,"Daniel",4,31,"NVL[","(i_nun)",,"NIV:L;T",,"נִטְלֵת","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
444,"Daniel",4,31,"TWB[","(ii_waw)",,"J:TW.B",,"יְתוּב","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
445,"Daniel",4,31,"BRK[","(ii_guttural)",,"B.@R:K;T",,"בָּרְכֵת","p1","sg","unknown","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
446,"Daniel",4,31,"CBX[","(iii_guttural)",,"CAB.:X;T",,"שַׁבְּחֵת","p1","sg","unknown","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
447,"Daniel",4,31,"HDR[","(i_guttural,iii_guttural)",,"HAD.:R;T",,"הַדְּרֵת","p1","sg","unknown","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
448,"Daniel",4,32,"DWR[","(ii_waw,iii_guttural)",,"*D>RJ",,"דארי","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
449,"Daniel",4,32,"XCB[","(i_guttural)",,"X:ACIJBIJN",,"חֲשִׁיבִין","unknown","pl","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
450,"Daniel",4,32,"YBH[","(iii_he)",,"MIY:B.:J;H.",,"מִצְבְּיֵהּ","unknown","unknown","unknown","infc","peal","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
451,"Daniel",4,32,"<BD[","(i_guttural)",,"<@B;D",,"עָבֵד","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
452,"Daniel",4,32,"DWR[","(ii_waw,iii_guttural)",,"*D>RJ",,"דארי","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
453,"Daniel",4,32,"MX>[","(iii_aleph,ii_guttural)",,"J:MAX;>",,"יְמַחֵא","p3","sg","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
454,"Daniel",4,32,">MR[","(i_aleph)",,"J;>MAR",,"יֵאמַר","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
455,"Daniel",4,32,"<BD[","(i_guttural)",,"<:ABA75D:T.:",,"עֲבַֽדְתְּ","p2","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
456,"Daniel",4,33,"TWB[","(ii_waw)",,"J:TW.B",,"יְתוּב","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
457,"Daniel",4,33,"TWB[","(ii_waw)",,"J:TW.B",,"יְתוּב","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
458,"Daniel",4,33,"B<H[","(iii_he,ii_guttural)",,"J:BA<OWN",,"יְבַעֹון","p3","pl","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
459,"Daniel",4,33,"TQN[","(regular)",,"H@T:Q:NAT",,"הָתְקְנַת","p3","sg","f","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
460,"Daniel",4,33,"JSP[","(i_waw)",,"HW.S:PAT",,"הוּסְפַת","p3","sg","f","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
461,"Daniel",4,34,"CBX[","(iii_guttural)",,"M:CAB.AX",,"מְשַׁבַּח","unknown","sg","m","ptca","pael","unknown","unknown","unknown","unknown","sg","m","ptcp","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,
462,"Daniel",4,34,"RWM[","(ii_waw,i_guttural)",,"M:ROWM;M",,"מְרֹומֵם","unknown","sg","m","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
463,"Daniel",4,34,"HDR[","(i_guttural,iii_guttural)",,"M:HAD.AR",,"מְהַדַּר","unknown","sg","m","ptca","pael","unknown","unknown","unknown","unknown","sg","m","ptcp","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,
464,"Daniel",4,34,"HLK[","(i_waw,i_guttural)",,"MAH:L:KIJN",,"מַהְלְכִין","unknown","pl","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
465,"Daniel",4,34,"JKL[","(i_waw)",,"J@KIL",,"יָכִל","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
466,"Daniel",4,34,"CPL[","(regular)",,"HAC:P.@L@75H",,"הַשְׁפָּלָֽה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
467,"Daniel",5,1,"<BD[","(i_guttural)",,"<:ABAD",,"עֲבַד","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
468,"Daniel",5,1,"CTH[","(iii_he)",,"C@T;75H",,"שָׁתֵֽה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
469,"Daniel",5,2,">MR[","(i_aleph)",,">:AMAR",,"אֲמַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
470,"Daniel",5,2,">TH[","(iii_he,i_guttural)",,"HAJ:T@J@H",,"הַיְתָיָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
471,"Daniel",5,2,"NPQ[","(i_nun)",,"HAN:P.;Q",,"הַנְפֵּק","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
472,"Daniel",5,2,"CTH[","(iii_he)",,"JIC:T.OWN",,"יִשְׁתֹּון","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
473,"Daniel",5,3,">TH[","(iii_he,i_guttural)",,"HAJ:TIJW",,"הַיְתִיו","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
474,"Daniel",5,3,"NPQ[","(i_nun)",,"HAN:P.IQW.",,"הַנְפִּקוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
475,"Daniel",5,3,"CTH[","(iii_he)",,">IC:T.IJW",,"אִשְׁתִּיו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
476,"Daniel",5,4,"CTH[","(iii_he)",,">IC:T.IJW",,"אִשְׁתִּיו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
477,"Daniel",5,4,"CBX[","(iii_guttural)",,"CAB.AXW.",,"שַׁבַּחוּ","p3","pl","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
478,"Daniel",5,5,"NPQ[","(i_nun)",,"*NPQW",,"נפקו","p3","pl","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
479,"Daniel",5,5,"KTB[","(regular)",,"K@T:B@N",,"כָֽתְבָן","unknown","pl","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
480,"Daniel",5,5,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
481,"Daniel",5,5,"KTB[","(regular)",,"K@T:B@75H",,"כָתְבָֽה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
482,"Daniel",5,6,"CNH[","(iii_he)",,"C:NOWHIJ",,"שְׁנֹוהִי","p3","pl","m","perf","peal","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
483,"Daniel",5,6,"BHL[","(ii_guttural)",,"J:BAH:ALW.N.;H.",,"יְבַהֲלוּנֵּהּ","p3","pl","m","impf","pael","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
484,"Daniel",5,6,"CRH[","(iii_he,ii_guttural)",,"MIC:T.@RAJIN",,"מִשְׁתָּרַיִן","unknown","pl","m","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
485,"Daniel",5,6,"NQC[","(i_nun)",,"N@Q:C@75N",,"נָֽקְשָֽׁן","unknown","pl","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
486,"Daniel",5,7,"QR>[","(iii_aleph,ii_guttural)",,"Q@R;>",,"קָרֵא","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
487,"Daniel",5,7,"<LL[","(geminate,i_guttural)",,"HE<@L@H",,"הֶֽעָלָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
488,"Daniel",5,7,"GZR[","(iii_guttural)",,"G@Z:RAJ.@>",,"גָזְרַיָּא","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
489,"Daniel",5,7,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
490,"Daniel",5,7,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
491,"Daniel",5,7,"QR>[","(iii_aleph,ii_guttural)",,"JIQ:R;H",,"יִקְרֵה","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
492,"Daniel",5,7,"XWH[","(iii_he,i_guttural)",,"J:XAW.IN.ANIJ",,"יְחַוִּנַּנִי","p3","sg","m","impf","pael","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
493,"Daniel",5,7,"LBC[","(regular)",,"JIL:B.AC",,"יִלְבַּשׁ","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
494,"Daniel",5,7,"CLV[","(regular)",,"JIC:LA75V",,"יִשְׁלַֽט","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
495,"Daniel",5,8,"<LL[","(geminate,i_guttural)",,"*<LLJN",,"עללין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
496,"Daniel",5,8,"KHL[","(ii_guttural)",,"K@H:ALIJN",,"כָהֲלִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
497,"Daniel",5,8,"QR>[","(iii_aleph,ii_guttural)",,"MIQ:R;>",,"מִקְרֵא","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
498,"Daniel",5,8,"JD<[","(i_waw,iii_guttural)",,"HOWD@<@H",,"הֹודָעָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
499,"Daniel",5,9,"BHL[","(ii_guttural)",,"MIT:B.@HAL",,"מִתְבָּהַל","unknown","sg","m","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
500,"Daniel",5,9,"CNH[","(iii_he)",,"C@NAJIN",,"שָׁנַיִן","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
501,"Daniel",5,9,"CBC[","(regular)",,"MIC:T.AB.:CI75JN",,"מִֽשְׁתַּבְּשִֽׁין","unknown","pl","m","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
502,"Daniel",5,10,"<LL[","(geminate,i_guttural)",,"*<LLT",,"עללת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
503,"Daniel",5,10,"<NH[","(iii_he,i_guttural)",,"<:AN@T",,"עֲנָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
504,"Daniel",5,10,">MR[","(i_aleph)",,">:AMERET",,"אֲמֶרֶת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
505,"Daniel",5,10,"XJH[","(iii_he,i_guttural)",,"X:EJIJ",,"חֱיִי","p2","sg","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
506,"Daniel",5,10,"BHL[","(ii_guttural)",,"J:BAH:ALW.K:",,"יְבַהֲלוּךְ","p3","pl","m","impf","pael","p2","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
507,"Daniel",5,10,"CNH[","(iii_he)",,"JIC:T.AN.O75W",,"יִשְׁתַּנֹּֽו","p3","pl","m","impf","etpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
508,"Daniel",5,11,"CKX[","(iii_guttural)",,"HIC:T.:KAXAT",,"הִשְׁתְּכַחַת","p3","sg","f","perf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
509,"Daniel",5,11,"GZR[","(iii_guttural)",,"G.@Z:RIJN",,"גָּזְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
510,"Daniel",5,11,"QWM[","(ii_waw)",,"H:AQIJM;H.",,"הֲקִימֵהּ","p3","sg","m","perf","haf","p3","sg","m","p2","sg","m","impv","haf","p3","sg","m",,,,,,,,,,,,,,,,
511,"Daniel",5,12,"PCR[","(iii_guttural)",,"M:PAC.AR",,"מְפַשַּׁר","unknown","sg","m","ptca","pael","unknown","unknown","unknown","unknown","sg","m","ptcp","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,
512,"Daniel",5,12,"XWH[","(iii_he,i_guttural)",,">AX:AW@JAT",,"אַֽחֲוָיַת","unknown","unknown","unknown","infc","afel","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
513,"Daniel",5,12,"CRH[","(iii_he,ii_guttural)",,"M:C@R;>",,"מְשָׁרֵא","unknown","sg","m","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
514,"Daniel",5,12,"CKX[","(iii_guttural)",,"HIC:T.:KAXAT",,"הִשְׁתְּכַחַת","p3","sg","f","perf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
515,"Daniel",5,12,"FJM[","(ii_yod)",,"F@M",,"שָׂם","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
516,"Daniel",5,12,"QR>[","(iii_aleph,ii_guttural)",,"JIT:Q:R;J",,"יִתְקְרֵי","p3","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
517,"Daniel",5,12,"XWH[","(iii_he,i_guttural)",,"J:HAX:AW;75H",,"יְהַֽחֲוֵֽה","p3","sg","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
518,"Daniel",5,13,"<LL[","(geminate,i_guttural)",,"HU<AL",,"הֻעַל","p3","sg","m","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
519,"Daniel",5,13,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
520,"Daniel",5,13,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
521,"Daniel",5,13,">TH[","(iii_he,i_guttural)",,"HAJ:TIJ",,"הַיְתִי","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
522,"Daniel",5,14,"CM<[","(iii_guttural)",,"CIM:<;T",,"שִׁמְעֵת","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
523,"Daniel",5,14,"CKX[","(iii_guttural)",,"HIC:T.:KAXAT",,"הִשְׁתְּכַחַת","p3","sg","f","perf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
524,"Daniel",5,15,"<LL[","(geminate,i_guttural)",,"HU<AL.W.",,"הֻעַלּוּ","p3","pl","m","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
525,"Daniel",5,15,"QR>[","(iii_aleph,ii_guttural)",,"JIQ:ROWN",,"יִקְרֹון","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
526,"Daniel",5,15,"JD<[","(i_waw,iii_guttural)",,"HOWD@<UTANIJ",,"הֹודָעֻתַנִי","unknown","unknown","unknown","infc","haf","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
527,"Daniel",5,15,"KHL[","(ii_guttural)",,"K@H:ALIJN",,"כָהֲלִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
528,"Daniel",5,15,"XWH[","(iii_he,i_guttural)",,"HAX:AW@J@75H",,"הַחֲוָיָֽה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
529,"Daniel",5,16,"CM<[","(iii_guttural)",,"CIM:<;T",,"שִׁמְעֵת","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
530,"Daniel",5,16,"JKL[","(i_waw)",,"*TWKL",,"תוכל","p2","sg","m","impf","peal","unknown","unknown","unknown","p3","sg","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
531,"Daniel",5,16,"PCR[","(iii_guttural)",,"MIP:CAR",,"מִפְשַׁר","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
